trade_date,ts_code,name,pred_open_d1,pred_return,ret_delta
20251205,600734.SH,实达集团,5.747043609619141,10.28561781459767,-9.106431110671288
20251205,002187.SZ,广百股份,7.652400970458984,8.791634809551208,-8.514821467219313
20251205,002759.SZ,天际股份,37.74519348144531,6.970484576049252,-2.6523143253824877
20251205,603353.SH,和顺石油,35.71780776977539,6.504646214571852,0.8934064344926496
20251205,605108.SH,同庆楼,22.629058837890625,6.468517694446851,-4.279891671896641
20251208,000592.SZ,平潭发展,11.846200942993164,7.116426051717517,-3.5001611046763026
20251208,603122.SH,合富中国,25.17104721069336,6.838943820785137,-3.527475850248707
20251208,603353.SH,和顺石油,35.22052764892578,6.711674014611435,-3.0955670526354506
20251208,002474.SZ,榕基软件,10.483837127685547,6.571604798701514,-3.176852949922493
20251208,000566.SZ,海南海药,7.9303364753723145,4.965214647297778,-1.2759159472416126
20251209,603122.SH,合富中国,28.04318618774414,8.099395563702139,-1.7017517701005902
20251209,601696.SH,中银证券,14.485567092895508,6.972379777533533,1.3992291922857225
20251209,002976.SZ,瑞玛精密,27.935487747192383,5.309642395627279,-0.6360964279934489
20251209,000078.SZ,海王生物,5.231728553771973,4.859905020272226,-1.5692306863658745
20251209,002413.SZ,雷科防务,8.979510307312012,4.033831670394217,-1.8127529371710027
20251210,603122.SH,合富中国,26.644771575927734,10.748254524775525,0.31469280532039345
20251210,600693.SH,东百集团,11.92735481262207,6.481783897864002,4.347492343690762
20251210,000632.SZ,三木集团,7.626304626464844,6.06965552871821,-1.1585304853542366
20251210,002836.SZ,新宏泽,17.07378578186035,4.833725600214711,-2.6084731196799327
20251210,600343.SH,航天动力,31.418384552001953,4.478671006283452,-1.7036089596246473
20251211,002830.SZ,名雕股份,20.90848159790039,11.357346711065341,-6.4001782568117385
20251211,603122.SH,合富中国,26.94289207458496,9.2822987546203,-0.4286039260126051
20251211,002702.SZ,海欣食品,10.206132888793945,7.911603534640976,-6.530962098183957
20251211,002792.SZ,通宇通讯,30.565399169921875,7.201622578479272,-3.037390098597892
